Ticker,Timestamp,Open,High,Low,Close,Volume
COST,2025-04-17 00:00:00-04:00,973.280029296875,999.9199829101562,971.989990234375,994.5,2705500.0
INTC,2025-04-17 00:00:00-04:00,18.90999984741211,19.100000381469727,18.559999465942383,18.93000030517578,85433400.0
ORCL,2025-04-17 00:00:00-04:00,130.89999389648438,131.3000030517578,128.44000244140625,128.6199951171875,8919500.0
AMD,2025-04-17 00:00:00-04:00,88.83999633789062,89.02999877929688,86.5199966430664,87.5,34693400.0
NFLX,2025-04-17 00:00:00-04:00,969.0,984.7000122070312,956.0,973.030029296875,8763200.0
CSCO,2025-04-17 00:00:00-04:00,56.20000076293945,56.40999984741211,55.689998626708984,55.7599983215332,15874300.0
NVDA,2025-04-17 00:00:00-04:00,104.44999694824219,104.47000122070312,100.05000305175781,101.48999786376953,290833400.0
PEP,2025-04-17 00:00:00-04:00,140.33999633789062,143.57000732421875,140.07000732421875,142.83999633789062,6052200.0
V,2025-04-17 00:00:00-04:00,331.07000732421875,334.32000732421875,328.44000244140625,329.6099853515625,5655900.0
META,2025-04-17 00:00:00-04:00,505.25,507.29998779296875,498.010009765625,501.4800109863281,14593500.0
KO,2025-04-17 00:00:00-04:00,71.9000015258789,73.43000030517578,71.72000122070312,73.0,20746800.0
DIS,2025-04-17 00:00:00-04:00,83.37000274658203,85.77999877929688,83.36000061035156,84.80999755859375,14728100.0
TSLA,2025-04-17 00:00:00-04:00,243.47000122070312,244.33999633789062,237.67999267578125,241.3699951171875,83404800.0
XOM,2025-04-17 00:00:00-04:00,104.69000244140625,108.55000305175781,104.45999908447266,106.91999816894531,17835400.0
BA,2025-04-17 00:00:00-04:00,157.1300048828125,163.89999389648438,157.0,161.89999389648438,9220700.0
AMZN,2025-04-17 00:00:00-04:00,176.0,176.2100067138672,172.0,172.61000061035156,44468400.0
WMT,2025-04-17 00:00:00-04:00,91.83000183105469,93.87000274658203,91.62000274658203,93.22000122070312,21351200.0
GOOGL,2025-04-17 00:00:00-04:00,154.2899932861328,154.67999267578125,148.5,151.16000366210938,32938500.0
T,2025-04-17 00:00:00-04:00,27.18000030517578,27.489999771118164,27.010000228881836,27.149999618530273,24760000.0
PG,2025-04-17 00:00:00-04:00,167.52999877929688,171.64999389648438,167.35000610351562,170.6300048828125,7208000.0
MSFT,2025-04-17 00:00:00-04:00,373.75,374.32000732421875,366.8900146484375,367.7799987792969,20943700.0
PFE,2025-04-17 00:00:00-04:00,22.149999618530273,22.549999237060547,22.100000381469727,22.139999389648438,53859000.0
JPM,2025-04-17 00:00:00-04:00,230.8000030517578,234.33999633789062,230.5500030517578,231.9600067138672,9553800.0
AAPL,2025-04-17 00:00:00-04:00,197.1999969482422,198.8300018310547,194.4199981689453,196.97999572753906,51334300.0
IBM,2025-04-17 00:00:00-04:00,239.67999267578125,241.77999877929688,237.39999389648438,238.80999755859375,4626900.0
DIS,2025-04-16 00:00:00-04:00,84.27999877929688,84.80000305175781,82.01000213623047,82.7699966430664,10144300.0
INTC,2025-04-16 00:00:00-04:00,19.34000015258789,19.43000030517578,18.719999313354492,19.229999542236328,89469700.0
KO,2025-04-16 00:00:00-04:00,72.36000061035156,72.66999816894531,71.38999938964844,71.68000030517578,15276200.0
ORCL,2025-04-16 00:00:00-04:00,132.27999877929688,132.5399932861328,127.8499984741211,129.75999450683594,8295200.0
CSCO,2025-04-16 00:00:00-04:00,56.56999969482422,57.08000183105469,55.41999816894531,55.7599983215332,20551300.0
PEP,2025-04-16 00:00:00-04:00,144.11000061035156,144.39999389648438,139.77000427246094,140.08999633789062,7878600.0
